"Latest: Time (s)","Latest: Force 1 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Force 4 (N)","Latest: Total Force (N)"
1004,286.94,720.39,333.33,400.49,1741.15
1008,286.94,720.39,332.11,399.27,1738.71
1012,286.94,720.39,333.33,399.27,1739.93
1016,286.94,721.61,332.11,399.27,1739.93
1020,286.94,721.61,332.11,399.27,1739.93
1024,288.16,720.39,332.11,400.49,1741.15
1028,286.94,720.39,332.11,400.49,1739.93
1032,286.94,720.39,332.11,400.49,1739.93
1036,286.94,720.39,330.89,399.27,1737.49
1040,286.94,720.39,332.11,400.49,1739.93
1044,286.94,720.39,332.11,399.27,1738.71
1048,286.94,720.39,332.11,399.27,1738.71
1052,286.94,721.61,332.11,399.27,1739.93
1056,286.94,721.61,332.11,399.27,1739.93
1060,286.94,721.61,332.11,399.27,1739.93
1064,286.94,721.61,332.11,399.27,1739.93
1068,288.16,720.39,330.89,399.27,1738.71
1072,286.94,720.39,332.11,399.27,1738.71
1076,286.94,720.39,332.11,400.49,1739.93
1080,288.16,720.39,332.11,399.27,1739.93
1084,286.94,720.39,332.11,399.27,1738.71
1088,286.94,720.39,332.11,400.49,1739.93
1092,286.94,721.61,332.11,398.05,1738.71
1096,286.94,720.39,332.11,400.49,1739.93
1100,286.94,721.61,332.11,399.27,1739.93
1104,286.94,721.61,332.11,399.27,1739.93
1108,286.94,721.61,332.11,400.49,1741.15
1112,288.16,720.39,332.11,400.49,1741.15
1116,286.94,721.61,330.89,399.27,1738.71
1120,288.16,721.61,332.11,399.27,1741.15
1124,286.94,721.61,332.11,399.27,1739.93
1128,286.94,720.39,330.89,400.49,1738.71
1132,286.94,720.39,332.11,399.27,1738.71
1136,288.16,721.61,332.11,400.49,1742.37
1140,286.94,720.39,332.11,400.49,1739.93
1144,288.16,720.39,332.11,400.49,1741.15
1148,286.94,720.39,332.11,399.27,1738.71
1152,286.94,720.39,330.89,400.49,1738.71
1156,288.16,720.39,332.11,400.49,1741.15
1160,286.94,720.39,332.11,400.49,1739.93
1164,286.94,720.39,332.11,400.49,1739.93
1168,288.16,720.39,330.89,400.49,1739.93
1172,288.16,721.61,332.11,400.49,1742.37
1176,288.16,720.39,332.11,400.49,1741.15
1180,286.94,721.61,332.11,400.49,1741.15
1184,288.16,721.61,333.33,399.27,1742.37
1188,286.94,721.61,332.11,400.49,1741.15
1192,288.16,720.39,332.11,399.27,1739.93
1196,286.94,721.61,332.11,399.27,1739.93
1200,288.16,721.61,330.89,399.27,1739.93
1204,286.94,720.39,332.11,400.49,1739.93
1208,286.94,720.39,332.11,399.27,1738.71
1212,286.94,720.39,330.89,399.27,1737.49
1216,288.16,720.39,332.11,399.27,1739.93
1220,286.94,720.39,332.11,399.27,1738.71
1224,286.94,720.39,330.89,400.49,1738.71
1228,286.94,720.39,332.11,400.49,1739.93
1232,286.94,721.61,332.11,399.27,1739.93
1236,288.16,720.39,330.89,399.27,1738.71
1240,286.94,720.39,330.89,399.27,1737.49
1244,286.94,720.39,332.11,399.27,1738.71
1248,286.94,721.61,332.11,400.49,1741.15
1252,286.94,720.39,330.89,399.27,1737.49
1256,286.94,720.39,332.11,399.27,1738.71
1260,288.16,720.39,332.11,399.27,1739.93
1264,286.94,720.39,332.11,400.49,1739.93
1268,288.16,719.17,330.89,399.27,1737.49
1272,288.16,720.39,332.11,399.27,1739.93
1276,286.94,721.61,332.11,399.27,1739.93
1280,288.16,720.39,330.89,400.49,1739.93
1284,288.16,721.61,332.11,399.27,1741.15
1288,286.94,721.61,330.89,400.49,1739.93
1292,288.16,720.39,330.89,399.27,1738.71
1296,286.94,719.17,332.11,400.49,1738.71
1300,286.94,720.39,330.89,400.49,1738.71
1304,286.94,721.61,332.11,400.49,1741.15
1308,286.94,721.61,332.11,400.49,1741.15
1312,286.94,720.39,330.89,399.27,1737.49
1316,288.16,720.39,332.11,399.27,1739.93
1320,286.94,720.39,330.89,400.49,1738.71
1324,288.16,720.39,330.89,399.27,1738.71
1328,286.94,720.39,332.11,400.49,1739.93
1332,288.16,720.39,330.89,400.49,1739.93
1336,288.16,720.39,332.11,400.49,1741.15
1340,288.16,720.39,332.11,400.49,1741.15
1344,288.16,721.61,332.11,399.27,1741.15
1348,286.94,720.39,330.89,399.27,1737.49
1352,286.94,720.39,332.11,399.27,1738.71
1356,286.94,720.39,332.11,400.49,1739.93
1360,288.16,721.61,330.89,400.49,1741.15
1364,288.16,720.39,332.11,400.49,1741.15
1368,286.94,720.39,332.11,400.49,1739.93
1372,288.16,721.61,332.11,400.49,1742.37
1376,286.94,720.39,330.89,400.49,1738.71
1380,286.94,720.39,330.89,400.49,1738.71
1384,286.94,720.39,330.89,399.27,1737.49
1388,286.94,720.39,332.11,399.27,1738.71
1392,286.94,721.61,330.89,400.49,1739.93
1396,286.94,720.39,332.11,400.49,1739.93
1400,286.94,720.39,330.89,400.49,1738.71
1404,288.16,720.39,332.11,399.27,1739.93
1408,288.16,721.61,330.89,399.27,1739.93
1412,288.16,721.61,332.11,399.27,1741.15
1416,288.16,720.39,332.11,400.49,1741.15
1420,286.94,720.39,330.89,399.27,1737.49
1424,288.16,721.61,332.11,399.27,1741.15
1428,286.94,721.61,332.11,399.27,1739.93
1432,286.94,721.61,332.11,399.27,1739.93
1436,286.94,721.61,332.11,399.27,1739.93
1440,288.16,720.39,330.89,399.27,1738.71
1444,286.94,721.61,330.89,400.49,1739.93
1448,286.94,721.61,330.89,399.27,1738.71
1452,288.16,721.61,332.11,400.49,1742.37
1456,286.94,721.61,332.11,400.49,1741.15
1460,288.16,721.61,330.89,400.49,1741.15
1464,286.94,720.39,333.33,400.49,1741.15
1468,286.94,720.39,332.11,399.27,1738.71
1472,286.94,721.61,332.11,399.27,1739.93
1476,286.94,721.61,332.11,400.49,1741.15
1480,286.94,721.61,332.11,399.27,1739.93
1484,286.94,720.39,332.11,400.49,1739.93
1488,286.94,721.61,330.89,400.49,1739.93
1492,286.94,721.61,332.11,399.27,1739.93
1496,286.94,721.61,330.89,400.49,1739.93
1500,286.94,721.61,332.11,400.49,1741.15
1504,286.94,720.39,332.11,399.27,1738.71
1508,286.94,720.39,332.11,400.49,1739.93
1512,286.94,721.61,330.89,400.49,1739.93
1516,288.16,721.61,332.11,399.27,1741.15
1520,286.94,720.39,330.89,400.49,1738.71
1524,288.16,721.61,330.89,399.27,1739.93
1528,288.16,721.61,330.89,399.27,1739.93
1532,286.94,720.39,332.11,400.49,1739.93
1536,289.38,720.39,329.67,402.93,1742.37
1540,286.94,722.83,332.11,400.49,1742.37
1544,286.94,722.83,332.11,399.27,1741.15
1548,286.94,721.61,330.89,399.27,1738.71
1552,286.94,720.39,332.11,400.49,1739.93
1556,289.38,716.73,329.67,406.59,1742.37
1560,289.38,717.95,328.45,404.15,1739.93
1564,286.94,720.39,330.89,401.71,1739.93
1568,286.94,720.39,332.11,400.49,1739.93
1572,286.94,720.39,332.11,401.71,1741.15
1576,286.94,719.17,332.11,401.71,1739.93
1580,288.16,720.39,330.89,400.49,1739.93
1584,288.16,720.39,332.11,401.71,1742.37
1588,286.94,722.83,332.11,399.27,1741.15
1592,285.71,724.05,333.33,396.83,1739.92
1596,286.94,724.05,333.33,398.05,1742.37
1600,285.71,722.83,333.33,398.05,1739.92
1604,286.94,722.83,333.33,399.27,1742.37
1608,285.71,722.83,333.33,396.83,1738.7
1612,285.71,724.05,333.33,396.83,1739.92
1616,286.94,722.83,332.11,399.27,1741.15
1620,286.94,722.83,333.33,398.05,1741.15
1624,285.71,722.83,333.33,398.05,1739.92
1628,288.16,720.39,330.89,401.71,1741.15
1632,288.16,720.39,330.89,401.71,1741.15
1636,286.94,721.61,330.89,399.27,1738.71
1640,288.16,721.61,330.89,399.27,1739.93
1644,286.94,721.61,330.89,399.27,1738.71
1648,284.49,724.05,334.55,396.83,1739.92
1652,286.94,724.05,333.33,396.83,1741.15
1656,286.94,721.61,330.89,399.27,1738.71
1660,285.71,722.83,330.89,398.05,1737.48
1664,286.94,722.83,330.89,399.27,1739.93
1668,285.71,722.83,333.33,398.05,1739.92
1672,285.71,722.83,332.11,398.05,1738.7
1676,285.71,722.83,333.33,398.05,1739.92
1680,285.71,722.83,333.33,398.05,1739.92
1684,284.49,725.27,333.33,395.6,1738.69
1688,286.94,724.05,332.11,395.6,1738.7
1692,286.94,724.05,330.89,396.83,1738.71
1696,286.94,721.61,330.89,398.05,1737.49
1700,284.49,725.27,333.33,395.6,1738.69
1704,285.71,725.27,334.55,396.83,1742.36
1708,284.49,725.27,334.55,395.6,1739.91
1712,284.49,724.05,333.33,395.6,1737.47
1716,284.49,724.05,334.55,395.6,1738.69
1720,283.27,725.27,334.55,396.83,1739.92
1724,291.82,720.39,326.01,411.48,1749.7
1728,289.38,720.39,332.11,404.15,1746.03
1732,288.16,721.61,333.33,400.49,1743.59
1736,288.16,720.39,332.11,401.71,1742.37
1740,288.16,719.17,329.67,409.04,1746.04
1744,289.38,722.83,333.33,400.49,1746.03
1748,289.38,719.17,327.23,410.26,1746.04
1752,288.16,726.5,335.78,401.71,1752.15
1756,286.94,721.61,333.33,399.27,1741.15
1760,295.48,715.51,328.45,409.04,1748.48
1764,289.38,719.17,330.89,402.93,1742.37
1768,289.38,720.39,332.11,401.71,1743.59
1772,286.94,719.17,332.11,401.71,1739.93
1776,286.94,720.39,332.11,400.49,1739.93
1780,286.94,720.39,332.11,400.49,1739.93
1784,288.16,719.17,332.11,400.49,1739.93
1788,288.16,719.17,330.89,400.49,1738.71
1792,288.16,719.17,330.89,401.71,1739.93
1796,288.16,720.39,330.89,400.49,1739.93
1800,289.38,720.39,330.89,400.49,1741.15
1804,288.16,720.39,330.89,400.49,1739.93
1808,288.16,720.39,330.89,400.49,1739.93
1812,288.16,720.39,330.89,400.49,1739.93
1816,288.16,720.39,330.89,400.49,1739.93
1820,286.94,720.39,330.89,401.71,1739.93
1824,289.38,720.39,330.89,401.71,1742.37
1828,286.94,719.17,330.89,400.49,1737.49
1832,286.94,720.39,330.89,400.49,1738.71
1836,286.94,721.61,333.33,398.05,1739.93
1840,285.71,724.05,333.33,396.83,1739.92
1844,284.49,725.27,333.33,396.83,1739.92
1848,284.49,726.5,333.33,396.83,1741.15
1852,288.16,724.05,330.89,398.05,1741.15
1856,284.49,725.27,334.55,396.83,1741.14
1860,289.38,717.95,330.89,404.15,1742.37
1864,289.38,717.95,330.89,402.93,1741.15
1868,289.38,717.95,330.89,404.15,1742.37
1872,289.38,719.17,330.89,404.15,1743.59
1876,286.94,721.61,333.33,398.05,1739.93
1880,286.94,721.61,332.11,399.27,1739.93
1884,288.16,721.61,332.11,398.05,1739.93
1888,286.94,724.05,332.11,398.05,1741.15
1892,285.71,721.61,333.33,398.05,1738.7
1896,285.71,721.61,332.11,396.83,1736.26
1900,286.94,721.61,332.11,398.05,1738.71
1904,285.71,724.05,332.11,398.05,1739.92
1908,285.71,721.61,332.11,398.05,1737.48
1912,285.71,722.83,333.33,398.05,1739.92
1916,286.94,722.83,333.33,398.05,1741.15
1920,285.71,722.83,333.33,398.05,1739.92
1924,286.94,721.61,333.33,396.83,1738.71
1928,285.71,724.05,333.33,396.83,1739.92
1932,286.94,724.05,333.33,395.6,1739.92
1936,285.71,724.05,333.33,396.83,1739.92
1940,286.94,724.05,333.33,396.83,1741.15
1944,285.71,724.05,333.33,396.83,1739.92
1948,285.71,724.05,332.11,395.6,1737.47
1952,285.71,722.83,333.33,398.05,1739.92
1956,285.71,721.61,333.33,399.27,1739.92
1960,285.71,721.61,332.11,399.27,1738.7
1964,285.71,722.83,332.11,399.27,1739.92
1968,285.71,721.61,332.11,399.27,1738.7
1972,285.71,722.83,332.11,399.27,1739.92
1976,285.71,722.83,333.33,399.27,1741.14
1980,285.71,722.83,332.11,398.05,1738.7
1984,285.71,721.61,333.33,398.05,1738.7
1988,284.49,721.61,333.33,399.27,1738.7
1992,285.71,722.83,332.11,399.27,1739.92
1996,285.71,721.61,333.33,398.05,1738.7
2000,284.49,721.61,333.33,398.05,1737.48
2004,285.71,722.83,333.33,398.05,1739.92
2008,285.71,721.61,333.33,398.05,1738.7
2012,285.71,721.61,332.11,398.05,1737.48
2016,285.71,721.61,333.33,398.05,1738.7
2020,285.71,721.61,332.11,399.27,1738.7
2024,285.71,722.83,333.33,398.05,1739.92
2028,285.71,721.61,333.33,399.27,1739.92
2032,284.49,722.83,333.33,396.83,1737.48
2036,285.71,722.83,333.33,398.05,1739.92
2040,285.71,724.05,333.33,396.83,1739.92
2044,284.49,724.05,333.33,396.83,1738.7
2048,284.49,722.83,333.33,396.83,1737.48
2052,284.49,724.05,334.55,395.6,1738.69
2056,285.71,721.61,332.11,396.83,1736.26
2060,284.49,722.83,333.33,398.05,1738.7
2064,284.49,724.05,333.33,396.83,1738.7
2068,284.49,724.05,333.33,396.83,1738.7
2072,284.49,724.05,333.33,396.83,1738.7
2076,285.71,724.05,333.33,396.83,1739.92
2080,284.49,724.05,333.33,396.83,1738.7
2084,284.49,725.27,333.33,396.83,1739.92
2088,284.49,724.05,334.55,395.6,1738.69
2092,286.94,724.05,333.33,396.83,1741.15
2096,285.71,725.27,333.33,396.83,1741.14
2100,284.49,724.05,334.55,395.6,1738.69
2104,286.94,722.83,333.33,396.83,1739.93
2108,285.71,721.61,333.33,396.83,1737.48
2112,285.71,724.05,333.33,398.05,1741.14
2116,284.49,722.83,333.33,396.83,1737.48
2120,285.71,722.83,333.33,396.83,1738.7
2124,285.71,722.83,332.11,398.05,1738.7
2128,286.94,722.83,333.33,398.05,1741.15
2132,285.71,722.83,333.33,398.05,1739.92
2136,284.49,721.61,332.11,399.27,1737.48
2140,285.71,721.61,333.33,398.05,1738.7
2144,289.38,719.17,330.89,401.71,1741.15
2148,288.16,719.17,330.89,401.71,1739.93
2152,286.94,721.61,333.33,399.27,1741.15
2156,285.71,721.61,333.33,399.27,1739.92
2160,285.71,721.61,332.11,398.05,1737.48
2164,286.94,721.61,333.33,398.05,1739.93
2168,285.71,721.61,333.33,399.27,1739.92
2172,285.71,721.61,333.33,398.05,1738.7
2176,285.71,721.61,333.33,399.27,1739.92
2180,285.71,722.83,333.33,398.05,1739.92
2184,285.71,721.61,332.11,396.83,1736.26
2188,285.71,721.61,332.11,398.05,1737.48
2192,285.71,722.83,333.33,398.05,1739.92
2196,286.94,721.61,332.11,399.27,1739.93
2200,286.94,721.61,332.11,400.49,1741.15
2204,285.71,721.61,332.11,399.27,1738.7
2208,288.16,721.61,332.11,398.05,1739.93
2212,289.38,717.95,329.67,404.15,1741.15
2216,289.38,716.73,329.67,402.93,1738.71
2220,289.38,719.17,329.67,402.93,1741.15
2224,290.6,717.95,330.89,404.15,1743.59
2228,286.94,720.39,332.11,401.71,1741.15
2232,288.16,720.39,332.11,401.71,1742.37
2236,286.94,721.61,332.11,399.27,1739.93
2240,285.71,722.83,333.33,398.05,1739.92
2244,285.71,721.61,332.11,398.05,1737.48
2248,286.94,721.61,333.33,398.05,1739.93
2252,285.71,721.61,332.11,399.27,1738.7
2256,286.94,722.83,332.11,398.05,1739.93
2260,288.16,720.39,332.11,399.27,1739.93
2264,285.71,721.61,332.11,399.27,1738.7
2268,286.94,722.83,330.89,399.27,1739.93
2272,285.71,722.83,332.11,398.05,1738.7
2276,286.94,721.61,332.11,398.05,1738.71
2280,286.94,722.83,332.11,398.05,1739.93
2284,289.38,724.05,329.67,399.27,1742.37
2288,285.71,721.61,332.11,398.05,1737.48
2292,288.16,721.61,333.33,400.49,1743.59
2296,285.71,721.61,333.33,399.27,1739.92
2300,285.71,721.61,333.33,400.49,1741.14
2304,285.71,721.61,333.33,400.49,1741.14
2308,285.71,721.61,333.33,399.27,1739.92
2312,285.71,722.83,333.33,399.27,1741.14
2316,285.71,721.61,333.33,399.27,1739.92
2320,285.71,721.61,333.33,400.49,1741.14
2324,286.94,720.39,332.11,399.27,1738.71
2328,286.94,721.61,333.33,399.27,1741.15
2332,285.71,721.61,332.11,399.27,1738.7
2336,286.94,722.83,332.11,398.05,1739.93
2340,286.94,721.61,332.11,399.27,1739.93
2344,285.71,721.61,332.11,398.05,1737.48
